Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
No model checkpoint file found in saved_models/1_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-01 23:06:26
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
   40850 |   1.84e+05 |   5.69e+02 |   2.66e+06 |   6.16e+04 |   5.28e+04 |    2.55e+02 |   5.89e-06 |   2.84e-01 |      7522.48 |   103.29 |  2011m 11s | Model saved         
   40900 |   1.84e+05 |   5.68e+02 |   2.60e+06 |   6.16e+04 |   5.27e+04 |    2.49e+02 |   5.89e-06 |   2.84e-01 |      7522.48 |    92.08 |  1960m 37s | Model saved         
   40950 |   1.84e+05 |   5.70e+02 |   2.66e+06 |   6.17e+04 |   5.28e+04 |    2.55e+02 |   5.89e-06 |   2.84e-01 |      7522.48 |   102.53 |  1970m 47s | Model saved         
   41000 |   1.84e+05 |   5.70e+02 |   2.60e+06 |   6.17e+04 |   5.27e+04 |    2.49e+02 |   5.89e-06 |   2.70e-01 |      7522.48 |    93.23 |  1946m 31s | Model saved         
   41050 |   1.84e+05 |   5.79e+02 |   2.66e+06 |   6.25e+04 |   5.27e+04 |    2.55e+02 |   5.59e-06 |   2.70e-01 |      7522.48 |   142.99 |  2068m 25s | Model saved         
   41100 |   1.84e+05 |   5.77e+02 |   2.60e+06 |   6.24e+04 |   5.26e+04 |    2.49e+02 |   5.59e-06 |   2.70e-01 |      7522.48 |    86.53 |  2020m 41s | Model saved         
   41150 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.27e+04 |    2.55e+02 |   5.59e-06 |   2.70e-01 |      7522.48 |    97.25 |  2006m 37s | Model saved         
   41200 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.26e+04 |    2.49e+02 |   5.59e-06 |   2.70e-01 |      7522.48 |    86.51 |  1973m 59s | Model saved         
   41250 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.27e+04 |    2.55e+02 |   5.31e-06 |   2.70e-01 |      7522.48 |    97.60 |  1966m 45s | Model saved         
   41300 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.26e+04 |    2.49e+02 |   5.31e-06 |   2.70e-01 |      7522.48 |    87.02 |  1943m 13s | Model saved         
   41350 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.26e+04 |    2.55e+02 |   5.31e-06 |   2.70e-01 |      7522.48 |    97.92 |  1939m 28s | Model saved         
   41400 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.25e+04 |    2.49e+02 |   5.31e-06 |   2.70e-01 |      7522.48 |    87.05 |  1920m 51s | Model saved         
   41450 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.26e+04 |    2.55e+02 |   5.05e-06 |   2.70e-01 |      7522.48 |    98.07 |  1918m 52s | Model saved         
   41500 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.25e+04 |    2.49e+02 |   5.05e-06 |   2.70e-01 |      7522.48 |    87.06 |  1903m 30s | Model saved         
   41550 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.26e+04 |    2.55e+02 |   5.05e-06 |   2.70e-01 |      7522.48 |    97.85 |  1902m 09s | Model saved         
   41600 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.25e+04 |    2.49e+02 |   5.05e-06 |   2.70e-01 |      7522.48 |    86.23 |  1888m 12s | Model saved         
   41650 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.26e+04 |    2.55e+02 |   4.80e-06 |   2.70e-01 |      7522.48 |    97.01 |  1886m 36s | Model saved         
   41700 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.25e+04 |    2.49e+02 |   4.80e-06 |   2.70e-01 |      7522.48 |    86.34 |  1874m 38s | Model saved         
   41750 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.25e+04 |    2.55e+02 |   4.80e-06 |   2.70e-01 |      7522.48 |    97.20 |  1873m 42s | Model saved         
   41800 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.24e+04 |    2.49e+02 |   4.80e-06 |   2.70e-01 |      7522.48 |    86.40 |  1863m 11s | Model saved         
   41850 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.25e+04 |    2.55e+02 |   4.56e-06 |   2.70e-01 |      7522.48 |    97.13 |  1862m 30s | Model saved         
   41900 |   1.84e+05 |   5.76e+02 |   2.60e+06 |   6.24e+04 |   5.24e+04 |    2.49e+02 |   4.56e-06 |   2.70e-01 |      7522.48 |    86.25 |  1852m 58s | Model saved         
   41950 |   1.84e+05 |   5.78e+02 |   2.66e+06 |   6.25e+04 |   5.25e+04 |    2.55e+02 |   4.56e-06 |   2.70e-01 |      7522.48 |    97.86 |  1853m 03s | Model saved         
   42000 |   1.84e+05 |   5.77e+02 |   2.60e+06 |   6.24e+04 |   5.24e+04 |    2.49e+02 |   4.56e-06 |   2.56e-01 |      7522.48 |    86.18 |  1844m 20s | Model saved         
   42050 |   1.84e+05 |   5.86e+02 |   2.66e+06 |   6.33e+04 |   5.25e+04 |    2.55e+02 |   4.33e-06 |   2.56e-01 |      7522.48 |    99.87 |  1845m 56s | Model saved         
   42100 |   1.84e+05 |   5.83e+02 |   2.60e+06 |   6.31e+04 |   5.24e+04 |    2.49e+02 |   4.33e-06 |   2.56e-01 |      7522.48 |    86.41 |  1838m 02s | Model saved         
   42150 |   1.84e+05 |   5.85e+02 |   2.66e+06 |   6.33e+04 |   5.25e+04 |    2.55e+02 |   4.33e-06 |   2.56e-01 |      7522.48 |    96.75 |  1837m 27s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
Error loading dynamics config: Expecting value: line 14 column 21 (char 204)
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 42150 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 12:45:10
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 42151/100000
Current learning rate: 4.327772e-06
Lowest loss so far: -4.149937e+01
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   42200 |   1.74e+05 |   3.86e+02 |  -2.55e+09 |   1.15e+03 |   8.49e+04 |   -2.55e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    36.39 |   701m 02s | Model saved         
   42250 |   1.68e+05 |   3.71e+02 |  -2.72e+09 |   1.12e+03 |   8.09e+04 |   -2.72e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    44.74 |   780m 51s | Model saved         
   42300 |   1.63e+05 |   3.66e+02 |  -3.18e+09 |   1.14e+03 |   7.82e+04 |   -3.18e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    42.69 |   793m 48s | Model saved         
   42350 |   1.60e+05 |   3.65e+02 |  -2.73e+09 |   1.11e+03 |   7.61e+04 |   -2.73e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    72.92 |   945m 10s | Model saved         
   42400 |   1.57e+05 |   3.62e+02 |  -3.19e+09 |   1.13e+03 |   7.42e+04 |   -3.19e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    34.22 |   886m 53s | Model saved         
   42450 |   1.54e+05 |   3.62e+02 |  -2.74e+09 |   1.11e+03 |   7.26e+04 |   -2.74e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    45.08 |   882m 33s | Model saved         
   42500 |   1.52e+05 |   3.60e+02 |  -3.20e+09 |   1.13e+03 |   7.11e+04 |   -3.20e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    34.21 |   849m 30s | Model saved         
   42550 |   1.50e+05 |   3.60e+02 |  -2.74e+09 |   1.11e+03 |   6.98e+04 |   -2.74e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    44.55 |   849m 18s | Model saved         
   42600 |   1.47e+05 |   3.58e+02 |  -3.20e+09 |   1.13e+03 |   6.85e+04 |   -3.20e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    34.22 |   827m 02s | Model saved         
   42650 |   1.46e+05 |   3.59e+02 |  -2.75e+09 |   1.10e+03 |   6.74e+04 |   -2.75e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    44.51 |   828m 46s | Model saved         
   42700 |   1.44e+05 |   3.57e+02 |  -3.20e+09 |   1.13e+03 |   6.62e+04 |   -3.20e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    34.32 |   812m 22s | Model saved         
   42750 |   1.42e+05 |   3.57e+02 |  -2.75e+09 |   1.10e+03 |   6.52e+04 |   -2.75e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    44.36 |   814m 34s | Model saved         
   42800 |   1.40e+05 |   3.56e+02 |  -3.21e+09 |   1.12e+03 |   6.41e+04 |   -3.21e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    33.99 |   801m 06s | Model saved         
   42850 |   1.39e+05 |   3.56e+02 |  -2.75e+09 |   1.10e+03 |   6.32e+04 |   -2.75e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    44.43 |   803m 42s | Model saved         
   42900 |   1.37e+05 |   3.55e+02 |  -3.21e+09 |   1.12e+03 |   6.22e+04 |   -3.21e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    33.86 |   792m 26s | Model saved         
   42950 |   1.36e+05 |   3.56e+02 |  -2.75e+09 |   1.10e+03 |   6.13e+04 |   -2.75e+01 |   4.33e-06 |   2.84e-01 |      7472.15 |    44.03 |   794m 35s | Model saved         
   43000 |   1.34e+05 |   3.55e+02 |  -3.21e+09 |   1.12e+03 |   6.04e+04 |   -3.21e+01 |   4.33e-06 |   2.70e-01 |      7472.15 |    33.94 |   785m 07s | Model saved         
   43050 |   1.33e+05 |   3.63e+02 |  -2.74e+09 |   1.10e+03 |   5.95e+04 |   -2.74e+01 |   4.33e-06 |   2.70e-01 |      7472.15 |    47.52 |   790m 58s | Model saved         
   43100 |   1.31e+05 |   3.60e+02 |  -3.20e+09 |   1.12e+03 |   5.86e+04 |   -3.20e+01 |   4.33e-06 |   2.70e-01 |      7472.15 |    33.79 |   782m 25s | Model saved         
   43150 |   1.30e+05 |   3.61e+02 |  -2.74e+09 |   1.10e+03 |   5.79e+04 |   -2.74e+01 |   4.33e-06 |   2.70e-01 |      7472.15 |    43.92 |   784m 15s | Model saved         
   43200 |   1.29e+05 |   3.59e+02 |  -3.20e+09 |   1.12e+03 |   5.70e+04 |   -3.20e+01 |   4.11e-06 |   2.70e-01 |      7472.15 |    33.49 |   776m 27s | Model saved         
   43250 |   1.28e+05 |   3.60e+02 |  -2.74e+09 |   1.10e+03 |   5.64e+04 |   -2.74e+01 |   4.11e-06 |   2.70e-01 |      7472.15 |    43.43 |   777m 51s | Model saved         
   43300 |   1.26e+05 |   3.58e+02 |  -3.20e+09 |   1.12e+03 |   5.56e+04 |   -3.20e+01 |   4.11e-06 |   2.70e-01 |      7472.15 |    33.11 |   770m 34s | Model saved         
   43350 |   1.25e+05 |   3.59e+02 |  -2.74e+09 |   1.10e+03 |   5.50e+04 |   -2.74e+01 |   4.11e-06 |   2.70e-01 |      7472.15 |    43.25 |   771m 51s | Model saved         
   43400 |   1.24e+05 |   3.58e+02 |  -3.20e+09 |   1.12e+03 |   5.42e+04 |   -3.20e+01 |   3.91e-06 |   2.70e-01 |      7472.15 |    32.97 |   765m 12s | Model saved         
   43450 |   1.23e+05 |   3.59e+02 |  -2.74e+09 |   1.10e+03 |   5.37e+04 |   -2.74e+01 |   3.91e-06 |   2.70e-01 |      7472.15 |    44.14 |   767m 07s | Model saved         
   43500 |   1.22e+05 |   3.57e+02 |  -3.20e+09 |   1.12e+03 |   5.30e+04 |   -3.20e+01 |   3.91e-06 |   2.70e-01 |      7472.15 |    32.90 |   761m 00s | Model saved         
   43550 |   1.21e+05 |   3.58e+02 |  -2.74e+09 |   1.10e+03 |   5.24e+04 |   -2.75e+01 |   3.91e-06 |   2.70e-01 |      7472.15 |    43.29 |   762m 16s | Model saved         
   43600 |   1.20e+05 |   3.56e+02 |  -3.20e+09 |   1.12e+03 |   5.18e+04 |   -3.20e+01 |   3.71e-06 |   2.70e-01 |      7472.15 |    32.89 |   756m 39s | Model saved         
   43650 |   1.19e+05 |   3.58e+02 |  -2.75e+09 |   1.10e+03 |   5.13e+04 |   -2.75e+01 |   3.71e-06 |   2.70e-01 |      7472.15 |    43.24 |   757m 51s | Model saved         
   43700 |   1.18e+05 |   3.56e+02 |  -3.20e+09 |   1.12e+03 |   5.07e+04 |   -3.20e+01 |   3.71e-06 |   2.70e-01 |      7472.15 |    32.90 |   752m 40s | Model saved         
   43750 |   1.17e+05 |   3.57e+02 |  -2.75e+09 |   1.10e+03 |   5.02e+04 |   -2.75e+01 |   3.71e-06 |   2.70e-01 |      7472.15 |    46.23 |   755m 36s | Model saved         
   43800 |   1.16e+05 |   3.55e+02 |  -3.20e+09 |   1.11e+03 |   4.96e+04 |   -3.20e+01 |   3.52e-06 |   2.70e-01 |      7472.15 |    33.66 |   751m 09s | Model saved         
   43850 |   1.15e+05 |   3.57e+02 |  -2.75e+09 |   1.09e+03 |   4.92e+04 |   -2.75e+01 |   3.52e-06 |   2.70e-01 |      7472.15 |    44.21 |   752m 45s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 43850 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 13:08:11
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 43851/100000
Current learning rate: 3.524998e-06
Lowest loss so far: -4.149937e+01
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   43900 |   1.14e+05 |   3.48e+02 |  -2.72e+09 |   1.10e+03 |   4.87e+04 |   -2.72e+01 |   3.52e-06 |   2.84e-01 |      7472.15 |    36.11 |   675m 15s | Model saved         
   43950 |   1.14e+05 |   3.50e+02 |  -2.76e+09 |   1.10e+03 |   4.83e+04 |   -2.76e+01 |   3.52e-06 |   2.84e-01 |      7472.15 |    44.07 |   749m 03s | Model saved         
   44000 |   1.13e+05 |   3.48e+02 |  -3.22e+09 |   1.11e+03 |   4.77e+04 |   -3.22e+01 |   3.52e-06 |   2.70e-01 |      7472.15 |    33.45 |   707m 04s | Model saved         
   44050 |   1.12e+05 |   3.58e+02 |  -2.75e+09 |   1.09e+03 |   4.72e+04 |   -2.75e+01 |   3.52e-06 |   2.70e-01 |      7472.15 |    47.38 |   750m 45s | Model saved         
   44100 |   1.11e+05 |   3.55e+02 |  -3.21e+09 |   1.11e+03 |   4.67e+04 |   -3.21e+01 |   3.35e-06 |   2.70e-01 |      7472.15 |    33.58 |   725m 13s | Model saved         
   44150 |   1.10e+05 |   3.56e+02 |  -2.75e+09 |   1.09e+03 |   4.63e+04 |   -2.75e+01 |   3.35e-06 |   2.70e-01 |      7472.15 |    44.31 |   741m 17s | Model saved         
   44200 |   1.09e+05 |   3.54e+02 |  -3.21e+09 |   1.11e+03 |   4.58e+04 |   -3.21e+01 |   3.35e-06 |   2.70e-01 |      7472.15 |    33.53 |   723m 55s | Model saved         
   44250 |   1.09e+05 |   3.56e+02 |  -2.75e+09 |   1.09e+03 |   4.55e+04 |   -2.75e+01 |   3.35e-06 |   2.70e-01 |      7472.15 |    43.95 |   734m 58s | Model saved         
   44300 |   1.08e+05 |   3.54e+02 |  -3.21e+09 |   1.11e+03 |   4.50e+04 |   -3.21e+01 |   3.18e-06 |   2.70e-01 |      7472.15 |    33.53 |   721m 53s | Model saved         
   44350 |   1.07e+05 |   3.56e+02 |  -2.75e+09 |   1.09e+03 |   4.46e+04 |   -2.75e+01 |   3.18e-06 |   2.70e-01 |      7472.15 |    43.87 |   730m 29s | Model saved         
   44400 |   1.07e+05 |   3.53e+02 |  -3.21e+09 |   1.11e+03 |   4.42e+04 |   -3.21e+01 |   3.18e-06 |   2.70e-01 |      7472.15 |    33.51 |   719m 56s | Model saved         
   44450 |   1.06e+05 |   3.55e+02 |  -2.75e+09 |   1.09e+03 |   4.39e+04 |   -2.75e+01 |   3.18e-06 |   2.70e-01 |      7472.15 |    44.20 |   727m 33s | Model saved         
   44500 |   1.05e+05 |   3.53e+02 |  -3.21e+09 |   1.11e+03 |   4.34e+04 |   -3.21e+01 |   3.02e-06 |   2.70e-01 |      7472.15 |    33.52 |   718m 41s | Model saved         
   44550 |   1.05e+05 |   3.55e+02 |  -2.75e+09 |   1.09e+03 |   4.31e+04 |   -2.75e+01 |   3.02e-06 |   2.70e-01 |      7472.15 |    43.73 |   724m 30s | Model saved         
   44600 |   1.04e+05 |   3.53e+02 |  -3.21e+09 |   1.11e+03 |   4.27e+04 |   -3.21e+01 |   3.02e-06 |   2.70e-01 |      7472.15 |    33.76 |   717m 09s | Model saved         
   44650 |   1.03e+05 |   3.55e+02 |  -2.75e+09 |   1.09e+03 |   4.24e+04 |   -2.75e+01 |   3.02e-06 |   2.70e-01 |      7472.15 |    43.86 |   722m 18s | Model saved         
   44700 |   1.03e+05 |   3.52e+02 |  -3.21e+09 |   1.11e+03 |   4.20e+04 |   -3.21e+01 |   2.87e-06 |   2.70e-01 |      7472.15 |    33.47 |   715m 29s | Model saved         
   44750 |   1.02e+05 |   3.54e+02 |  -2.75e+09 |   1.09e+03 |   4.17e+04 |   -2.75e+01 |   2.87e-06 |   2.70e-01 |      7472.15 |    43.85 |   719m 59s | Model saved         
   44800 |   1.01e+05 |   3.52e+02 |  -3.21e+09 |   1.11e+03 |   4.13e+04 |   -3.21e+01 |   2.87e-06 |   2.70e-01 |      7472.15 |    33.59 |   714m 00s | Model saved         
   44850 |   1.01e+05 |   3.54e+02 |  -2.75e+09 |   1.09e+03 |   4.10e+04 |   -2.75e+01 |   2.87e-06 |   2.70e-01 |      7472.15 |    43.88 |   718m 01s | Model saved         
   44900 |   1.00e+05 |   3.52e+02 |  -3.21e+09 |   1.11e+03 |   4.06e+04 |   -3.21e+01 |   2.73e-06 |   2.70e-01 |      7472.15 |    33.47 |   712m 29s | Model saved         
   44950 |   9.96e+04 |   3.54e+02 |  -2.76e+09 |   1.09e+03 |   4.04e+04 |   -2.76e+01 |   2.73e-06 |   2.70e-01 |      7472.15 |    44.14 |   716m 18s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 44950 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 13:22:59
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 44951/100000
Current learning rate: 2.727576e-06
Lowest loss so far: -4.149937e+01
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   45000 |   9.90e+04 |   3.47e+02 |  -2.88e+09 |   1.62e+04 |   4.02e+04 |   -2.88e+01 |   2.73e-06 |   2.70e-01 |      7553.94 |    77.89 |  1428m 02s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 45000 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 13:24:45
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 45001/100000
Current learning rate: 2.727576e-06
Lowest loss so far: -4.149937e+01
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   45050 |   9.85e+04 |   3.47e+02 |  -3.73e+09 |   1.61e+04 |   3.99e+04 |   -3.73e+01 |   2.73e-06 |   2.84e-01 |      7553.94 |    78.72 |  1441m 54s | Model saved         
   45100 |   9.79e+04 |   3.49e+02 |  -2.81e+09 |   1.62e+04 |   3.95e+04 |   -2.81e+01 |   2.59e-06 |   2.84e-01 |      7553.94 |    76.98 |  1424m 39s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 45100 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 13:27:33
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 45101/100000
Current learning rate: 2.591197e-06
Lowest loss so far: -4.149937e+01
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
