Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
No model checkpoint file found in saved_models/4_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 02:57:30
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    Y0 loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 19751/100000
Current learning rate: 1.423957e-03
Lowest loss so far: -6.575328e+03
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   19800 |   3.67e+05 |   3.63e+02 |  -6.55e+07 |   7.88e+01 |   3.85e+04 |   6.18e+04 |   -6.56e+03 |   1.42e-03 |   5.00e-01 |      7568.62 |    79.78 |  2132m 50s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 19800 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 12:09:41
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
----------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 19801/100000
Current learning rate: 1.423957e-03
Lowest loss so far: -6.575328e+03
----------------------------------------------------------------------------------------------------------------------------------------------------------------
   19850 |   6.41e+05 |   4.42e+03 |  -6.30e+11 |   4.07e+05 |   -6.30e+03 |   1.42e-03 |   5.00e-01 |      7568.62 |    74.23 |  1983m 15s | Model saved         
   19900 |   4.67e+05 |   9.61e+02 |  -6.53e+11 |   2.29e+05 |   -6.53e+03 |   1.42e-03 |   5.00e-01 |      7568.62 |    71.84 |  1950m 02s | Model saved         
   19950 |   4.48e+05 |   7.35e+02 |  -6.54e+11 |   1.93e+05 |   -6.54e+03 |   1.42e-03 |   5.00e-01 |      7568.62 |    80.74 |  2017m 22s | Model saved         
   20000 |   4.38e+05 |   6.71e+02 |  -6.54e+11 |   1.81e+05 |   -6.54e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    72.05 |  1992m 23s | Model saved         
   20050 |   4.30e+05 |   6.42e+02 |  -6.55e+11 |   1.71e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    82.36 |  2031m 54s | Model saved         
   20100 |   4.25e+05 |   6.18e+02 |  -6.54e+11 |   1.62e+05 |   -6.54e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    71.88 |  2011m 15s | Model saved         
   20150 |   4.20e+05 |   6.07e+02 |  -6.55e+11 |   1.57e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    80.81 |  2030m 07s | Model saved         
   20200 |   4.18e+05 |   5.89e+02 |  -6.55e+11 |   1.52e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    71.56 |  2013m 11s | Model saved         
   20250 |   4.14e+05 |   5.77e+02 |  -6.55e+11 |   1.47e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    80.91 |  2027m 22s | Model saved         
   20300 |   4.11e+05 |   5.64e+02 |  -6.55e+11 |   1.42e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    71.60 |  2013m 42s | Model saved         
   20350 |   4.08e+05 |   5.49e+02 |  -6.55e+11 |   1.37e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    80.96 |  2024m 54s | Model saved         
   20400 |   4.07e+05 |   5.46e+02 |  -6.55e+11 |   1.35e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    72.27 |  2014m 47s | Model saved         
   20450 |   4.04e+05 |   5.38e+02 |  -6.55e+11 |   1.31e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    80.63 |  2023m 06s | Model saved         
   20500 |   4.04e+05 |   5.36e+02 |  -6.55e+11 |   1.30e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    72.74 |  2015m 06s | Model saved         
   20550 |   4.02e+05 |   5.30e+02 |  -6.55e+11 |   1.27e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    80.63 |  2021m 56s | Model saved         
   20600 |   4.01e+05 |   5.28e+02 |  -6.55e+11 |   1.26e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    72.13 |  2013m 42s | Model saved         
   20650 |   3.99e+05 |   5.21e+02 |  -6.56e+11 |   1.23e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    81.02 |  2020m 07s | Model saved         
   20700 |   3.99e+05 |   5.20e+02 |  -6.55e+11 |   1.23e+05 |   -6.55e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    71.62 |  2011m 51s | Model saved         
   20750 |   3.97e+05 |   5.13e+02 |  -6.56e+11 |   1.20e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    80.86 |  2017m 12s | Model saved         
   20800 |   3.95e+05 |   4.86e+02 |  -6.56e+11 |   1.21e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    72.22 |  2010m 27s | Model saved         
   20850 |   3.93e+05 |   4.80e+02 |  -6.56e+11 |   1.18e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    81.05 |  2015m 21s | Model saved         
   20900 |   3.93e+05 |   4.77e+02 |  -6.56e+11 |   1.18e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    73.60 |  2010m 44s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 20900 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 12:38:14
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
----------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 20901/100000
Current learning rate: 1.423957e-03
Lowest loss so far: -6.575328e+03
----------------------------------------------------------------------------------------------------------------------------------------------------------------
   20950 |   3.91e+05 |   4.66e+02 |  -6.56e+11 |   1.17e+05 |   -6.56e+03 |   1.42e-03 |   5.00e-01 |      7568.62 |    73.32 |  1932m 05s | Model saved         
   21000 |   3.91e+05 |   4.63e+02 |  -6.57e+11 |   1.15e+05 |   -6.57e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    72.61 |  1921m 29s | Model saved         
   21050 |   3.90e+05 |   4.64e+02 |  -6.56e+11 |   1.13e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    82.45 |  2003m 25s | Model saved         
   21100 |   3.90e+05 |   4.64e+02 |  -6.56e+11 |   1.14e+05 |   -6.56e+03 |   1.42e-03 |   4.75e-01 |      7568.62 |    71.52 |  1971m 52s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 21100 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 12:44:38
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 21101/100000
Current learning rate: 1.423957e-03
Lowest loss so far: -6.575328e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 360
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.002777777777777778
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 21100 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 12:47:09
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 21101/100000
Current learning rate: 1.423957e-03
Lowest loss so far: -6.575328e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   21150 |   1.44e+05 |   2.12e+02 |  -6.83e+11 |   7.87e+02 |   3.63e+04 |   -6.83e+03 |   1.42e-03 |   5.00e-01 |     18643.68 |    65.36 |  1717m 52s | Model saved (best)  
   21200 |   1.30e+05 |   1.99e+02 |  -6.83e+11 |   7.75e+02 |   2.92e+04 |   -6.83e+03 |   1.42e-03 |   5.00e-01 |     18643.68 |    62.98 |  1685m 31s | Model saved (best)  
   21250 |   1.30e+05 |   1.95e+02 |  -6.83e+11 |   7.63e+02 |   2.89e+04 |   -6.83e+03 |   1.42e-03 |   5.00e-01 |     18643.68 |    73.88 |  1769m 25s | Model saved         
   21300 |   1.30e+05 |   1.93e+02 |  -6.83e+11 |   7.65e+02 |   2.86e+04 |   -6.83e+03 |   1.42e-03 |   5.00e-01 |     18643.68 |    63.92 |  1745m 28s | Model saved         
   21350 |   1.30e+05 |   1.91e+02 |  -6.83e+11 |   7.56e+02 |   2.87e+04 |   -6.83e+03 |   1.35e-03 |   5.00e-01 |     18643.68 |    74.63 |  1786m 49s | Model saved         
   21400 |   1.30e+05 |   1.90e+02 |  -6.83e+11 |   7.57e+02 |   2.85e+04 |   -6.83e+03 |   1.35e-03 |   5.00e-01 |     18643.68 |    64.02 |  1767m 37s | Model saved         
   21450 |   1.30e+05 |   1.88e+02 |  -6.83e+11 |   7.48e+02 |   2.85e+04 |   -6.83e+03 |   1.35e-03 |   5.00e-01 |     18643.68 |    74.43 |  1792m 33s | Model saved         
   21500 |   1.30e+05 |   1.87e+02 |  -6.83e+11 |   7.49e+02 |   2.83e+04 |   -6.83e+03 |   1.35e-03 |   5.00e-01 |     18643.68 |    64.42 |  1778m 12s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 360
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.002777777777777778
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 21500 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 12:56:36
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 21501/100000
Current learning rate: 1.352760e-03
Lowest loss so far: -6.831223e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   21550 |   1.30e+05 |   1.82e+02 |  -6.83e+11 |   7.42e+02 |   2.84e+04 |   -6.83e+03 |   1.35e-03 |   5.00e-01 |     18643.68 |    65.38 |  1709m 45s | Model saved         
   21600 |   1.30e+05 |   1.79e+02 |  -6.83e+11 |   7.37e+02 |   2.82e+04 |   -6.83e+03 |   1.29e-03 |   5.00e-01 |     18643.68 |    62.79 |  1674m 46s | Model saved         
   21650 |   1.30e+05 |   1.84e+02 |  -6.83e+11 |   7.32e+02 |   2.83e+04 |   -6.83e+03 |   1.29e-03 |   5.00e-01 |     18643.68 |    74.31 |  1762m 45s | Model saved         
   21700 |   1.30e+05 |   1.83e+02 |  -6.83e+11 |   7.34e+02 |   2.80e+04 |   -6.83e+03 |   1.29e-03 |   5.00e-01 |     18643.68 |    92.02 |  1921m 38s | Model saved         
   21750 |   1.30e+05 |   1.81e+02 |  -6.83e+11 |   7.27e+02 |   2.81e+04 |   -6.83e+03 |   1.29e-03 |   5.00e-01 |     18643.68 |    93.21 |  2022m 41s | Model saved         
   21800 |   1.30e+05 |   1.82e+02 |  -6.83e+11 |   7.27e+02 |   2.79e+04 |   -6.83e+03 |   1.22e-03 |   5.00e-01 |     18643.68 |    63.10 |  1958m 38s | Model saved         
   21850 |   1.30e+05 |   1.79e+02 |  -6.83e+11 |   7.20e+02 |   2.79e+04 |   -6.83e+03 |   1.22e-03 |   5.00e-01 |     18643.68 |    73.99 |  1953m 05s | Model saved         
   21900 |   1.30e+05 |   1.80e+02 |  -6.83e+11 |   7.20e+02 |   2.78e+04 |   -6.83e+03 |   1.22e-03 |   5.00e-01 |     18643.68 |    63.47 |  1914m 25s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 360
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.002777777777777778
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 21900 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 13:07:04
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 21901/100000
Current learning rate: 1.220865e-03
Lowest loss so far: -6.831223e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   21950 |   1.30e+05 |   1.77e+02 |  -6.83e+11 |   7.15e+02 |   2.82e+04 |   -6.83e+03 |   1.22e-03 |   5.00e-01 |     18643.68 |    66.50 |  1730m 07s | Model saved         
   22000 |   1.30e+05 |   1.74e+02 |  -6.83e+11 |   7.12e+02 |   2.77e+04 |   -6.83e+03 |   1.22e-03 |   4.75e-01 |     18643.68 |    63.13 |  1685m 10s | Model saved         
   22050 |   1.29e+05 |   1.80e+02 |  -6.83e+11 |   7.06e+02 |   2.77e+04 |   -6.83e+03 |   1.22e-03 |   4.75e-01 |     18643.68 |    75.94 |  1780m 25s | Model saved         
   22100 |   1.30e+05 |   1.83e+02 |  -6.83e+11 |   7.07e+02 |   2.76e+04 |   -6.83e+03 |   1.22e-03 |   4.75e-01 |     18643.68 |    62.80 |  1742m 07s | Model saved         
   22150 |   1.29e+05 |   1.78e+02 |  -6.83e+11 |   7.01e+02 |   2.76e+04 |   -6.83e+03 |   1.22e-03 |   4.75e-01 |     18643.68 |    73.68 |  1775m 11s | Model saved         
   22200 |   1.29e+05 |   1.81e+02 |  -6.83e+11 |   7.01e+02 |   2.75e+04 |   -6.83e+03 |   1.16e-03 |   4.75e-01 |     18643.68 |    63.50 |  1752m 50s | Model saved         
   22250 |   1.29e+05 |   1.76e+02 |  -6.83e+11 |   6.96e+02 |   2.75e+04 |   -6.83e+03 |   1.16e-03 |   4.75e-01 |     18643.68 |    73.52 |  1773m 41s | Model saved         
   22300 |   1.29e+05 |   1.79e+02 |  -6.83e+11 |   6.96e+02 |   2.74e+04 |   -6.83e+03 |   1.16e-03 |   4.75e-01 |     18643.68 |    62.54 |  1753m 27s | Model saved         
   22350 |   1.29e+05 |   1.75e+02 |  -6.83e+11 |   6.91e+02 |   2.74e+04 |   -6.83e+03 |   1.16e-03 |   4.75e-01 |     18643.68 |    72.05 |  1764m 50s | Model saved         
   22400 |   1.29e+05 |   1.77e+02 |  -6.83e+11 |   6.90e+02 |   2.72e+04 |   -6.83e+03 |   1.10e-03 |   4.75e-01 |     18643.68 |    60.49 |  1743m 47s | Model saved         
   22450 |   1.29e+05 |   1.74e+02 |  -6.83e+11 |   6.85e+02 |   2.72e+04 |   -6.83e+03 |   1.10e-03 |   4.75e-01 |     18643.68 |    71.02 |  1751m 09s | Model saved         
   22500 |   1.29e+05 |   1.75e+02 |  -6.83e+11 |   6.85e+02 |   2.71e+04 |   -6.83e+03 |   1.10e-03 |   4.75e-01 |     18643.68 |    60.91 |  1735m 19s | Model saved         
   22550 |   1.29e+05 |   1.73e+02 |  -6.83e+11 |   6.81e+02 |   2.71e+04 |   -6.83e+03 |   1.10e-03 |   4.75e-01 |     18643.68 |    71.63 |  1743m 03s | Model saved         
   22600 |   1.29e+05 |   1.74e+02 |  -6.83e+11 |   6.81e+02 |   2.69e+04 |   -6.83e+03 |   1.05e-03 |   4.75e-01 |     18643.68 |    61.06 |  1730m 01s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 360
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.002777777777777778
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 22600 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 13:23:36
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 22601/100000
Current learning rate: 1.046740e-03
Lowest loss so far: -6.831223e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 360
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.002777777777777778
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 22600 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 13:24:49
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 22601/100000
Current learning rate: 1.046740e-03
Lowest loss so far: -6.831223e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 360
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.002777777777777778
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 22600 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 13:28:28
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 22601/100000
Current learning rate: 1.046740e-03
Lowest loss so far: -6.831223e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
